#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
H     -2   -6    0   -1    0   -3   10   -4    1   -4   -1    0   -2    2    2   -2    0   -4   -7    1    1 
I     -2   -8   -3   -4    1   -6   -3    7   -2    3    1   -2   -4   -2   -4   -4   -1    4   -3    0    0 
K     -1   -8    0    1   -5   -3    1   -4    6   -3    1    1   -1    2    3    0    2   -3   -5   -3   -2 
L     -2   -8   -6   -3    2   -6   -2    3   -4    6    2   -3   -4   -4   -2   -4   -2    1   -3   -2    0 
M     -1   -8   -8   -1    0   -5   -2    2   -1    3    7   -1   -5   -1   -5   -4   -3    0   -2   -2    0 
N     -2   -5    1   -2   -4   -1   -2   -5    0   -4   -3    6   -2   -1   -2    0    1   -5  -11   -4   -4 
P     -1  -10   -2   -5   -5   -3   -3   -4   -3   -4   -5   -2   10   -5   -5   -3   -3   -4   -3   -8   -2 
Q     -1   -5    1    3   -3   -3    2   -4    2   -3    2    0   -1    7    3    0    0   -3   -3   -2    0 
R     -2   -5   -1    1   -5   -3    2   -4    3   -3   -1   -2   -2    2    8    0   -1   -3    1   -1   -1 
S      1   -7   -1   -1   -4    0    0   -5   -1   -4   -1    1   -1    0    0    5    2   -3   -4   -3    0 
T      0   -6    1    1   -3   -3    1   -2    2   -2    1    3   -1    2    1    4    6    0   -9    0    0 
V      0   -8   -4   -1    0   -5   -2    4   -1    2    1   -4   -3   -2   -1   -1    0    6   -2   -1    2 
W     -4   -5   -6   -7    4   -6   -3   -3   -8   -2   -2   -7   -7   -8    0   -6   -6   -4   14    4   -5 
Y     -3   -4    0   -1    5   -5    2   -1   -2   -1    0    0   -4    0    0   -1   -3   -2    4   10   -2 
J      2   -1   -7   -5    0   -1    0    0    1    0    0  -10   -3   -4   -2   -5   -4    2    1    0   14 
U     -2   16   -5   -4   -2   -3   -1   -3   -3   -3   -1   -4   -6   -3   -6   -6   -4   -2   -2   -3    9 
>EAsON 20
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -7   -3   -2   -4   -1   -2   -3   -1   -3   -1   -1   -2   -1   -2    0   -1   -1   -4   -4    2 
C     -7   18   -8   -3   -3   -4   -8   -8   -8   -9   -5   -8  -11  -11   -5  -10   -9   -8   -6   -5   -1 
D     -2   -6    9    1   -6   -2   -2   -6   -1   -6   -7    1   -1   -5   -2    0   -1   -5   -7   -6   -5 
E     -1   -6    0    7   -5   -3   -2   -4    1   -4   -2    1   -1    1    0   -2    2   -3   -5   -4   -7 
F     -3   -4   -8   -3    9   -6   -2    1   -4    2    1   -3   -4   -7   -5   -6    1    0    3    4   -1 
G     -1   -7    0   -4   -6    8   -2   -7   -3   -6   -5   -3   -3   -4   -3    0   -6   -6   -5   -7   -2 
H     -2   -6   -3   -2    0   -3   11   -4    0   -4   -2    0   -2    1    1    0   -2   -4   -3    0    1 
I     -2   -8   -8   -5    1   -6   -3    7   -3    3    2   -4   -4   -4   -4   -7   -3    4   -3   -2    0 
K     -1   -8   -3    1   -5   -3   -1   -4    6   -3   -3    1   -1    1    3   -2    0   -3   -6   -6   -4 
L     -2   -8   -5   -5    1   -6   -5    3   -3    6    3   -4   -4   -6   -3   -3   -2    1   -2   -2   -1 
M     -1   -8   -8   -1    0   -5   -3    1   -2    3   10   -6   -6    3   -2   -1   -5    0   -2    2   -1 
N     -2   -4    2   -1   -4   -1    2   -5    0   -4   -4    8   -2   -5   -1    2    2   -5   -6   -4   -4 
P     -1  -10   -1   -2   -6   -3   -2   -5   -1   -4   -5   -3   10   -7   -2   -1   -4   -4   -7   -4   -2 
Q     -1   -5   -2    5   -3   -2    3   -4    2   -3    1   -1   -1   11    2   -3    1   -3   -4   -5    0 
R     -2   -5   -4   -1   -5   -4    0   -4    3   -3   -3   -1   -1    0    8   -2   -1   -3   -3   -5   -2 
S      1   -7   -1    0   -4    0   -1   -5   -1   -4   -3    0    0   -5   -1    6    1   -3   -5   -2   -2 
T      0   -6    0    0   -3   -3   -1   -1    0   -2   -1    0   -1   -2   -1    2    6    0   -6   -3   -1 
V      1   -7   -7   -4    0   -4   -4    4   -3    2    1   -2   -3    0   -2   -3   -1    6   -3    1    3 
W     -3   -5   -8   -4    4   -6   -3   -3   -5   -2   -1   -7   -7   -9   -3   -8  -10   -4   15    3   -5 
Y     -3   -4   -5   -4    5   -5    2   -1   -2   -1    0   -3   -4   -5   -2   -2   -4   -2    4   11    0 
J      2   -1   -7   -8    0   -1    0    0   -3    0    0   -5   -3   -8   -2   -3    0    2   -3   -4   14 
U     -2   16   -8   -4   -2   -3   -3   -4   -5   -3   -3   -7   -6  -10   -4   -7   -4   -2   -5   -5   10 
>EAsOn 21
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -7   -2    0   -3   -1   -5   -2   -2   -3   -1   -3   -2   -3   -3   -2   -2   -1   -5   -5    2 
C     -7   18   -7   -8   -3   -5  -10   -8   -7   -9   -7    0  -11  -11    3  -11  -13   -8   -8    1    2 
D     -2   -6    7    1   -6   -2   -2   -6   -3   -6   -6    3   -1   -1   -4   -3    1   -5   -8   -6   -4 
E     -1   -6    2    7   -5   -3   -1   -4    0   -4   -3   -2   -1    1   -1    0    1   -3   -8   -4   -6 
F     -3   -4   -6   -7    9   -6    1    1   -3    2    1   -4   -4   -5   -6   -2   -6    0    2    3    0 
G     -1   -7   -1   -2   -6    8   -3   -7   -4   -6   -5   -3   -3   -5   -6    1   -4   -6   -7   -4   -2 
H     -2   -6    0   -3    0   -3   10   -4    2   -4   -1    0   -2    1    2    1   -2   -4   -4    0    0 
I     -2   -8   -6   -5    1   -6   -1    7   -2    3    2   -2   -4   -3   -3   -4   -1    4   -1   -1    0 
K     -1   -8   -1    2   -5   -3    0   -4    6   -3   -2    0   -1    2    4   -1    1   -3   -4   -4   -4 
L     -2   -8   -2   -3    2   -6   -5    3   -4    6    3   -3   -4   -2   -3   -3   -1    1   -3   -1    0 
M     -1   -8   -2   -5    0   -5   -2    2   -2    3    9   -6   -5   -2   -2   -3    0    0   -4   -2    0 
N     -2   -5    1   -1   -4   -1    2   -5   -1   -4   -3    7   -2   -1   -1   -1   -4   -5   -6   -2   -3 
P     -1  -10   -1   -1   -5   -3   -5   -4   -2   -4   -5   -2   10   -5   -4   -2   -4   -4   -9   -5    2 
Q     -1   -5    0    4   -3   -3    2   -4    2   -3    1    0   -1    8    3   -1    1   -3   -4   -3   -3 
R     -2   -5   -2   -1   -5   -3    2   -4    5   -3   -2    0   -2    2    8    0    0   -3   -5   -2   -3 
S      1   -7   -1    0   -4    0   -3   -5   -2   -4   -2    2   -1   -1   -2    5    0   -3   -6   -3   -1 
T      0   -6    1   -1   -3   -3    0   -2    1   -2   -1    1   -1    1   -1    3    6    0   -4   -1    0 
V      0   -8   -5   -2    0   -5   -1    4   -3    2    1   -1   -3    0   -1   -2    1    6   -2    0    2 
W     -4   -5   -7   -7    4   -6   -3   -3   -4   -2   -1   -3   -7   -2   -5   -9  -13   -4   15    4   -4 
Y     -3   -4   -4   -6    5   -5    4   -1   -1   -1    0   -1   -4   -5   -2   -1   -2   -2    3   10   -2 
J      2   -1   -6   -8    0   -1   -5    0   -1    0    0   -6   -3   -8   -1    0   -1    2    6   -4   13 
U     -2   16   -7   -8   -2   -3   -7   -3   -3   -3   -3   -1   -6  -10    2   -4   -5   -2    2    0    9 
>EAsoN 22
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      5   -7   -2   -3   -3   -1   -1   -2   -1   -3   -2   -1   -2   -1   -2    1   -3   -1   -4   -4    2 
C     -7   18  -12   -9   -3   -5   -9   -8   -9   -9   -8  -10  -11   -8   -5  -12   -9   -8   -6    1   -1 
D     -2   -6    8    1   -6   -2   -2   -6   -1   -6   -8    4   -1   -2   -2   -1   -3   -5   -6   -4   -5 
E     -1   -6    0    7   -5   -3   -1   -4    1   -4   -3   -3   -1    4    1   -4   -1   -3   -5   -5   -6 
F     -3   -4   -6   -6    9   -6   -2    1   -5    2    0   -4   -4   -5   -5   -8   -7    0    4    2    0 
G     -1   -7   -2   -5   -6    8   -4   -7   -3   -6   -4   -4   -3   -2   -3   -2   -4   -6   -4   -8   -2 
H     -2   -6    0   -2    0   -3   11   -4    0   -4   -4    4   -2    1    1    0   -2   -4   -3    0   -1 
I     -2   -8  -11   -1    1   -6   -6    7   -4    3    1   -7   -4   -4   -4   -4   -3    4   -3   -1    1 
K     -1   -8   -1    1   -5   -3    1   -4    6   -3   -2   -2   -1    0    3   -2   -2   -3   -5   -6   -4 
L     -2   -8   -5   -2    2   -6   -6    3   -3    6    1   -7   -4   -5   -3   -7   -3    1   -2   -1    0 
M     -1   -8   -2   -3    0   -5   -3    2   -2    3   10   -8   -5   -1   -2   -5   -1    0   -1   -3    0 
N     -2   -5    4   -2   -4   -1    2   -5    0   -4   -5    7   -2   -1    0    2    1   -5   -6   -3   -4 
P     -1  -10   -3    0   -5   -3   -2   -4   -1   -4   -5   -5   10    0   -2    1    0   -4   -6   -7   -3 
Q     -1   -5   -4    3   -3   -3    0   -4    2   -3    1   -1   -1    8    2   -4   -3   -3   -4   -6   -3 
R     -2   -5   -2   -1   -5   -3    3   -4    3   -3   -4    1   -2    1    8   -1   -2   -3   -3   -5   -3 
S      1   -7    1   -2   -4    0    1   -5   -1   -4   -2    4   -1   -2   -1    7    3   -3   -5   -6   -1 
T      0   -6    0    0   -3   -3   -2   -2    1   -2   -1    2   -1    0    0    1    8    0   -6   -3    0 
V      0   -8   -6   -1    0   -5   -5    4   -3    2    1   -5   -3   -2   -2   -3   -3    6   -3   -1    3 
W     -4   -5  -11   -3    4   -6   -4   -3   -5   -2   -3   -4   -7   -6   -3   -9  -10   -4   15    3   -4 
Y     -3   -4   -3   -2    5   -5    3   -1   -3   -1    5   -4   -4   -2   -2   -4   -4   -2    4   11   -2 
J      2   -1    0  -10    0   -1    0    0   -3    0   -2   -7   -3    1   -3   -6   -4    2   -4   -5   14 
U     -2   16   -4   -9   -2   -3   -4   -3   -6   -3   -5   -9   -6   -2   -4   -8   -6   -2   -5   -1   10 
>EAson 23
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      2   -9   -4   -3   -4   -1   -3   -4   -4   -4   -3   -5   -4   -3   -2   -2   -4   -3   -5   -5    1 
C     -8   18   -3   -5    0    1  -12   -5   -9   -6  -14   -1  -16   -1   -8   -7   -7   -7   -3    0   -2 
D     -1   -6    5    0   -6   -1   -2   -5   -1   -4   -5    1   -1   -2   -4   -2   -3   -3   -6   -4   -4 
E      1   -3    4    6   -4   -1   -1   -2    2   -1   -1    2   -1    2    2    0    1    0   -3   -3   -4 
F     -3   -1   -4   -6    7   -5   -2    1   -4    1    0   -2   -4   -3   -6   -4   -3   -1    3    3   -1 
G     -1  -10   -1   -3   -4    6   -2   -5   -4   -4   -2   -4   -5   -2   -5   -3   -5   -5   -1   -5   -2 
H      0   -1   -1    0    1    0    8   -2    0   -2   -1    1   -2    1    1    1    1   -2   -2    2    0 
I     -1   -6   -3   -3    2   -3   -3    6   -2    3    2   -2   -5   -4   -2   -5   -1    3   -4    0    0 
K      0   -6    0    2   -2   -1    3   -1    5   -1   -3    2    0    3    3    1    2    0   -4   -2   -1 
L     -2   -7   -6   -3    0   -6   -5    1   -4    4    2   -3   -3   -3   -3   -5   -4    0   -3   -2    0 
M     -3   -5   -4   -4   -1   -2   -2    0   -4    1    6   -4   -6    1   -2   -3   -3    0    0   -1   -2 
N     -2   -2    2    0   -3   -3    0   -3    0   -2   -3    5   -1    0   -1    1   -1   -3   -6   -2   -4 
P     -2  -16   -5   -1   -6   -2   -3   -6   -1   -3   -3   -3    9   -1    1   -2   -1   -4   -9   -5   -3 
Q      2   -1    0    2   -1   -1    3   -2    2   -1    2    0    0    5    2    1    1    0   -6   -1   -3 
R      1   -7   -2    1   -4   -3    4   -2    3    0   -1    0    0    3    5    0    0   -1   -1   -1    0 
S      2   -6    1    0   -3    2    1   -4   -1   -2   -2    2    0    1    0    6    1   -2   -4   -3   -2 
T      2   -3    1    3   -2   -1    3    2    3    1    0    2    1    3    2    4    6    2   -4    0    0 
V      1   -8   -1   -1    1   -2   -4    3   -1    2    3   -2   -2   -2    0   -2    0    5   -3   -1    3 
W     -2    1   -3   -4    5   -6   -5   -2   -5   -1    3    1   -7   -7   -5   -4   -7   -3   14    6    0 
Y     -1   -4   -3   -3    5   -3    1    0   -3    0    0    0   -4   -2   -1   -3   -1   -1    6    9    0 
J     -1   -7  -12   -6   -3   -2   -2   -2   -3    1   -4  -11   -5   -4   -2   -2   -4    0  -12   -3   13 
U     -4   16   -5   -5   -1    0   -6   -4   -6   -3   -8   -3   -9   -2   -5   -5   -5   -3   -5   -1    8 
>EaSON 24
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -7   -4   -1   -4    0   -2   -3   -3   -3   -1   -3   -2   -4   -3    1   -1   -1   -5   -6    3 
C     -5   19   -3   -9   -4   -4   -9   -8  -11   -9   -5   -3  -16  -10   -8   -9   -7   -7   -5   -6   -1 
D     -6   -9   10    1   -9   -5   -3   -9   -3   -9   -9    1   -5   -3   -4   -3   -3   -9   -8   -4   -7 
E     -5   -8   -3    8   -9   -5   -3   -8   -1   -7   -3   -5   -4    2   -2   -4   -3   -6   -7   -7   -9 
F     -2   -3  -10   -5   10   -6   -1    1   -5    2    1   -5   -3   -3   -5   -6   -1    0    4    6    1 
G     -1   -7   -5   -4   -8    9   -5   -9   -5   -8   -6   -6   -6   -5   -5   -2   -4   -8   -7   -9   -3 
H     -4   -7   -6    1   -2   -5   13   -7   -1   -6   -3   -1   -4    2    1   -4   -1   -6   -4   -1   -2 
I     -1   -7   -4   -3    2   -6   -3    7   -3    4    2   -5   -3   -4   -4   -6   -3    5   -3    0   -1 
K     -5  -11   -5   -1   -8   -6   -3   -7    9   -7   -4   -4   -4   -3    2   -4   -4   -7   -7   -8   -6 
L     -1   -9   -8   -5    2   -6   -4    3   -3    7    4   -6   -4   -3   -3   -5   -2    2   -2   -2    0 
M      0   -7  -11   -4    0   -5   -2    2   -2    3   10   -7   -4    2   -3   -4    2    1   -2    0   -1 
N     -5   -7    0   -1   -7   -5    1   -7   -2   -7   -5   10   -3   -4   -2   -1   -2   -7   -7   -6   -5 
P     -4  -15   -4   -5   -7   -6   -4   -7   -4   -7   -6   -2   11   -6   -4   -4   -4   -6   -9   -8   -5 
Q     -4   -7   -3    2   -6   -4    0   -6    1   -5    0   -4   -4   11    1   -4   -4   -5   -5   -6   -4 
R     -4   -6   -6   -1   -9   -6   -1   -7    4   -6   -4   -2   -4   -1   10   -4   -4   -6   -4   -6   -5 
S      0   -9   -2    0   -6   -1   -3   -7   -3   -6   -3    1   -2   -3   -3    8    1   -5   -7   -7    0 
T     -1   -6   -3   -1   -5   -3   -1   -3   -2   -3   -2   -1   -1   -1   -2    3    7   -1   -8   -3    1 
V      2   -7   -9   -5    0   -4   -4    5   -4    3    1   -8   -3   -2   -3   -1    3    7   -3   -2    3 
W     -3   -6   -4   -4    4   -7   -4   -3   -6   -2   -1  -10   -7   -5   -4   -8   -4   -4   16    3   -6 
Y     -3   -3   -1   -4    4   -5    1   -2   -2   -2    0   -1   -4   -3   -3   -1   -5   -2    2   11    2 
J      4   -1   -8   -9    1    0    2    0   -4    1    0    2   -1   -4   -4    5    5    3   -4   -3   14 
U      0   17   -4   -9   -2   -2   -2   -3   -7   -3   -3    0   -5   -7   -6    0    1   -1   -4   -5    9 
>EaSOn 25
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -6   -5   -1   -4    0   -5   -3   -3   -3   -1   -2   -2   -3   -5    2    0   -1   -6   -5    1 
C     -5   18  -10   -8   -4   -5  -11   -8  -13   -8   -7   -9  -13  -11  -12   -2  -11   -8   -6   -9   -1 
D     -4   -8   10    1   -8   -4   -4   -8   -3   -8   -8   -2   -4   -6   -7   -3   -6   -7   -8   -6   -7 
E     -3   -8   -1    8   -8   -4   -5   -7   -3   -6   -4   -4   -3   -3   -6   -2   -5   -5   -8   -9   -8 
F     -2   -4   -8   -6   10   -6   -2    1   -7    2    1   -2   -4   -3  -10   -3   -1    0    3    5    1 
G     -1   -7   -4   -4   -8    8   -6   -8   -7   -7   -6   -5   -5   -5   -7    1   -6   -7   -8  -11   -4 
H     -3   -7   -4   -1   -2   -4   14   -6   -3   -5   -3    2   -3    1   -4   -2   -2   -5   -5   -3    2 
I     -1   -8   -8   -4    1   -6   -7    7   -5    4    2   -4   -3   -4   -5   -5   -4    4   -3   -1    0 
K     -3  -10   -4    0   -7   -5   -5   -6    8   -6   -3   -3   -3   -3    1   -6   -6   -6   -8   -9   -5 
L     -1   -9   -8   -4    2   -6   -4    3   -3    7    4   -3   -4   -2   -4   -5   -2    2   -3   -4    0 
M      0   -7   -9   -3    1   -5   -5    2   -4    3   10   -2   -4    5   -4   -2   -1    1   -1   -2   -1 
N     -4   -7   -1   -1   -6   -3   -1   -6   -2   -6   -5    9   -3   -4   -6   -2   -1   -6   -8   -2    2 
P     -3  -13   -6   -3   -6   -5   -7   -6   -5   -6   -6   -3   11   -4   -8   -3   -2   -5   -9   -5   -2 
Q     -3   -6   -4    2   -5   -3    0   -6    0   -4    0    0   -3   11    1   -2   -1   -5   -6   -7   -3 
R     -3   -6   -5   -1   -7   -5    1   -6    5   -5   -4   -1   -3    0   12   -4   -6   -5   -5   -8   -4 
S      0   -8   -2    0   -5   -1   -3   -6   -2   -5   -3    2   -1   -3   -6    8    3   -4   -8   -9   -3 
T     -1   -6   -3   -1   -4   -3   -2   -3   -2   -3   -2   -1   -1   -3   -4    0    8   -1   -9   -8    1 
V      1   -7   -5   -3    0   -4   -6    4   -3    2    1   -3   -3   -3   -2   -5   -1    7   -3   -3    2 
W     -3   -6   -7   -3    4   -7   -7   -3   -2   -2   -1  -10   -7   -3   -9  -10  -12   -4   16    5   -6 
Y     -3   -4   -2   -3    4   -5    3   -2   -1   -2    0   -3   -4   -2   -3   -7   -4   -2    2   12   -1 
J      4    0   -6   -6    1   -1   -1    0   -6    1    1    0   -2   -7   -8   -4    0    2   -5   -4   14 
U      0   17   -8   -7   -2   -3   -5   -3   -9   -3   -3   -3   -6   -9  -10   -2   -4   -1   -6   -7   10 
>EaSoN 26
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -6   -5   -4   -4    0   -4   -3   -3   -3   -4   -5   -2   -2   -3    0   -2   -1   -5   -4    2 
C     -5   18  -13   -3   -4   -5  -10   -8  -12   -8   -8   -8  -13   -9   -8  -12   -7   -8   -5   -3   -1 
D     -4   -8   10    0   -8   -4   -2   -8   -2   -8   -8    4   -4   -3   -4   -5    0   -7   -8   -6   -6 
E     -3   -8   -1    9   -8   -4   -3   -7   -1   -6   -1   -3   -3    3   -2   -2   -4   -5   -7   -9   -8 
F     -2   -4   -9   -9   10   -6   -1    1   -5    2   -1   -5   -4    0   -6   -3   -3    0    4    4    0 
G     -1   -7   -4   -4   -8    8   -6   -8   -5   -7   -9   -4   -5   -2   -5    0   -4   -7   -6   -8    0 
H     -3   -7   -1   -2   -2   -4   12   -6   -1   -5   -2    0   -3    4    0   -5   -4   -5   -4    0    3 
I     -1   -8   -7   -2    1   -6   -5    7   -3    4    0   -6   -3   -2   -5   -9   -3    4   -3   -1    0 
K     -3  -10   -7   -2   -7   -5   -3   -6    9   -6   -3   -2   -3   -1    2   -6   -2   -6   -7   -9   -5 
L     -1   -9   -5   -4    2   -6   -4    3   -3    7    2   -2   -4   -3   -3   -5   -2    2   -2    0    0 
M      0   -7  -12    3    1   -5   -2    2   -2    3   13   -5   -4    3   -3   -5    1    1   -1   -4    0 
N     -4   -7    1   -3   -6   -3    4   -6   -2   -6   -4    9   -3   -2   -2   -2   -2   -6   -7   -3   -4 
P     -3  -13   -9   -4   -6   -5   -1   -6   -4   -6   -6   -3   11   -4   -4    0   -4   -5   -8   -9   -5 
Q     -3   -6   -7    2   -5   -3    0   -6    1   -4    1   -2   -3    9    1   -6   -3   -5   -5   -6   -4 
R     -3   -6   -6   -3   -7   -5   -1   -6    4   -5   -6   -3   -3   -1   10   -7   -4   -5   -4   -8   -5 
S      0   -8   -4   -3   -5   -1   -4   -6   -2   -5   -6    0   -1   -2   -2    8    3   -4   -7   -8    1 
T     -1   -6   -3   -1   -4   -3   -2   -3   -1   -3   -4    1   -1   -2   -1    1    8   -1   -8   -6    0 
V      1   -7   -7   -3    0   -4   -5    4   -4    2    0   -5   -3   -4   -3   -3   -1    7   -3    0    2 
W     -3   -6  -10   -2    4   -7   -4   -3   -6   -2   -4   -7   -7   -4   -4  -10   -2   -4   15    1   -6 
Y     -3   -4   -3   -3    4   -5    1   -2   -3   -2    1   -3   -4   -1   -3   -2   -3   -2    3   11   -2 
J      4    0    0  -10    1   -1    8    0   -4    1   -2   -1   -2   -3   -5    0    0    2   -4   -4   14 
U      0   17   -4   -4   -2   -3    4   -3   -8   -3   -5   -5   -6   -6   -7   -4   -3   -1   -4   -3   10 
>EaSon 27
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -6   -7    0   -4    0   -5   -3   -4   -3    1   -4   -2   -6   -4    2    1   -1   -4   -4    1 
C     -5   18  -13  -13   -4   -5  -12   -8  -14   -8   -4   -9  -12  -11  -11   -5    0   -8  -11   -4   -1 
D     -4   -8   11   -1   -7   -3   -4   -7   -5   -7   -9    1   -3   -5   -7   -5   -8   -7   -9   -7   -7 
E     -2   -8   -2    9   -7   -4   -4   -6   -3   -6   -8   -4   -2   -2   -3   -5   -6   -5  -13   -9   -8 
F     -2   -4   -4  -11   10   -6    3    1   -2    2    0    0   -4    1   -6   -3   -4    0    3    7    0 
G     -1   -7   -9   -1   -7    8   -4   -8   -7   -7   -9   -5   -4   -6   -8   -1   -2   -7  -10  -12   -1 
H     -3   -7    1   -2   -1   -4   13   -6   -4   -5   -2    4   -3    3    1   -2   -2   -5   -9   -1    4 
I     -1   -8   -3   -6    1   -6   -4    7   -4    3    4   -4   -3   -6   -5   -8    1    4   -1   -1    0 
K     -3  -10   -8   -3   -6   -4   -4   -5    9   -5   -6   -4   -2   -2    2   -8   -5   -5  -11   -7   -5 
L     -2   -8   -8   -2    2   -6   -2    3   -2    7    3   -3   -4   -2   -2   -5   -1    2   -3   -3    1 
M      0   -7   -5   -5    1   -5    0    2   -2    4   10   -4   -4    7   -2    1    1    1   -6   -2    5 
N     -4   -6   -1   -6   -5   -3   -2   -6   -4   -6   -6    8   -3   -3   -4   -4   -1   -6   -6   -9   -3 
P     -3  -12   -9   -8   -6   -4   -5   -5   -6   -5   -7   -2   11   -7   -6  -10   -5   -5  -14  -11   -4 
Q     -2   -6   -5    1   -5   -3    1   -5    3   -4   -3   -2   -3   10    2   -6   -2   -4   -3   -7   -3 
R     -3   -6   -6   -2   -7   -4   -2   -6    4   -5   -6   -4   -3    1   11   -9   -4   -4   -7   -6   -5 
S      0   -8   -5   -1   -5   -1   -5   -6   -5   -5   -3    0   -1   -5   -2    8    2   -4   -6   -5   -3 
T     -1   -6   -3   -2   -4   -3    0   -3   -2   -3   -1    1   -1   -2   -5    2    6   -1  -14   -7    0 
V      1   -7   -3   -1    0   -4    0    4   -5    2    2   -3   -3   -3   -5   -3    2    7   -8   -1    2 
W     -4   -6   -2   -8    4   -6   -6   -3   -8   -2   -1   -9   -7    2   -8  -10   -4   -4   17    0   -6 
Y     -3   -4   -6   -2    4   -5    2   -2   -3   -2   -2   -2   -4   -3   -1   -4   -5   -2    0   11   -1 
J      3    0  -10    0    0   -1    6    0   -7    1    1    9   -2   -1   -8   -2    3    2  -11    2   14 
U      0   17  -12   -4   -2   -3    2   -3  -10   -3   -2    5   -6   -5  -10   -4    1   -1  -11   -1    9 
>EasON 28
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -6   -4   -1   -4    0   -3   -3   -3   -3   -1   -6   -2   -1   -3    0   -1   -1   -5   -3    2 
C     -5   18   -8   -7   -4   -5   -9   -8  -10   -8   -5  -10  -13   -9   -7  -12  -11   -8   -6   -7   -2 
D     -4   -8    9    1   -8   -4   -3   -8   -3   -8   -8   -2   -4   -4   -4   -4   -5   -7   -7   -8   -4 
E     -3   -8    0    8   -8   -4   -3   -7   -1   -6   -4   -4   -3    1   -2   -6   -4   -5   -7   -9   -9 
F     -2   -4   -7   -7   10   -6   -1    1   -5    2    1   -5   -4   -5   -6   -6   -4    0    4    5   -1 
G     -1   -7   -4   -4   -8    8   -4   -8   -5   -7   -6   -3   -5   -5   -4    1   -3   -7   -6   -7   -3 
H     -3   -7    0   -2   -2   -4   13   -6   -2   -5   -3   -1   -3    3    0   -4   -4   -5   -5    0   -2 
I     -1   -8   -7   -4    1   -6   -5    7   -3    4    3    0   -3   -2   -4   -1   -2    4   -3   -2    0 
K     -3  -10   -3   -1   -7   -5   -2   -6    9   -6   -4   -3   -3   -2    2   -5   -6   -6   -7   -9   -6 
L     -1   -9   -5   -5    2   -6   -3    3   -3    7    4   -1   -4   -4   -3   -3    1    2   -2   -2   -1 
M      0   -7   -2   -3    1   -5   -2    2   -2    3   10   -2   -4    4   -3   -5   -6    1   -2   -3    2 
N     -4   -7    2   -1   -6   -3    2   -6   -2   -6   -5   10   -3   -1   -2   -3   -1   -6   -7   -4   -5 
P     -3  -13   -5   -4   -6   -5   -2   -6   -4   -6   -6   -2   11   -3   -4   -3   -6   -5   -8   -9   -4 
Q     -3   -6   -3    4   -5   -3    1   -6    1   -4    0   -2   -3   10    1   -6   -3   -5   -5   -3   -5 
R     -3   -6   -4   -1   -7   -5    0   -6    4   -5   -5   -2   -3   -1   10   -4   -3   -5   -5   -8   -6 
S      0   -8   -1   -2   -5   -1   -3   -6   -2   -5   -3    1   -1   -3   -3    6    2   -4   -7   -6   -2 
T     -1   -6   -2    0   -4   -3   -2   -3   -1   -3   -2    0   -1   -2   -2    2    7   -1   -7   -6    1 
V      1   -7   -4   -1    0   -4   -4    4   -4    2    1   -6   -3   -1   -3    3    2    7   -3   -2    4 
W     -3   -6   -7   -3    4   -7   -3   -3   -6   -2   -1  -10   -7   -4   -5  -10   -5   -4   16    0   -5 
Y     -3   -4   -4   -4    4   -5    2   -2   -2   -2    0   -1   -4   -2   -3   -6   -4   -2    3   12    1 
J      4    0   -5   -8    1   -1    2    0   -4    1    1   -4   -2   -3   -4    2    2    2   -4   -4   14 
U      0   17   -7   -7   -2   -3   -2   -3   -7   -3   -2   -7   -6   -6   -6   -2   -2   -1   -5   -6   10 
>EasOn 29
#      A    C    D    E    F    G    H    I    K    L    M    N    P    Q    R    S    T    V    W    Y    J 
A      6   -6   -2   -1   -4    0   -4   -3   -1   -3   -1   -3   -2   -2   -4    2    0   -1   -6   -6    1 
C     -5   18   -9   -8   -4   -5   -9   -8  -11   -8   -7   -7  -12   -8   -8   -6   -8   -8  -11   -3    0 
D     -4   -8    9    0   -7   -3   -5   -7   -2   -7   -8    0   -3   -4   -5   -7   -5   -7   -7   -7   -8 
E     -2   -8    0    8   -7   -4   -4   -6   -2   -6   -4   -2   -2   -1   -3   -6   -8   -5  -11   -5  -11 
F     -2   -4   -7   -7   10   -6    1    1   -6    2    1   -2   -4   -5   -2   -3   -5    0    3    5    2 
G     -1   -7   -4   -4   -7    8   -4   -8   -6   -7   -6   -3   -4   -3   -5   -2   -7   -7   -7  -11    0 
